file,dataset
F16201709171708_189911_83279.tif,train
F16201703180302_52835_8493.tif,train
F16201707020844_46047_58634.tif,train
F16201703180302_51121_37311.tif,train
F16201711250650_21135_83281.tif,train
F16201707020844_36248_68599.tif,train
F16201710201451_16339_29017.tif,train
F16201701190021_29403_15165.tif,train
F16201703180302_68526_20575.tif,train
F16201712141938_182451_18581.tif,train
F16201712141938_157468_96410.tif,train
F16201711250650_21994_85670.tif,train
F16201701190021_34155_45272.tif,train
F16201706140049_36528_52961.tif,train
F16201705240708_22803_61117.tif,train
F16201709171708_150774_100910.tif,train
F16201704130735_46063_16451.tif,train
F16201705240708_47943_16712.tif,train
F16201708160716_43331_39730.tif,train
F16201702281849_169407_95710.tif,train
F16201707020844_46221_30863.tif,train
F16201703180302_39283_88005.tif,train
F16201707020844_49588_2497.tif,train
F16201711250650_23522_72815.tif,train
F16201707020844_40425_62374.tif,train
F16201702281849_163001_74510.tif,train
F16201708160716_42905_55050.tif,train
F16201709171708_184541_31504.tif,train
F16201709171708_182488_91259.tif,train
F16201704130735_45304_26876.tif,train
F16201710201451_2231_60242.tif,train
F16201709171708_172165_81781.tif,train
F16201702281849_173320_96879.tif,train
F16201704130735_44357_3797.tif,train
F16201709171708_191942_67220.tif,train
F16201704130735_28504_83160.tif,train
F16201701190021_36892_1774.tif,train
F16201712141938_165524_23491.tif,train
F16201709171708_184704_73765.tif,train
F16201712141938_6246_4619.tif,train
F16201706140049_37637_36384.tif,train
F16201704130735_45120_58411.tif,train
F16201706140049_33385_62779.tif,train
F16201709171708_188586_29729.tif,train
F16201712141938_163924_22875.tif,train
F16201709171708_177861_64974.tif,train
F16201711250650_35128_26092.tif,train
F16201701190021_54838_6271.tif,train
F16201708160716_41713_14070.tif,train
F16201704130735_19351_74402.tif,train
F16201706140049_50183_15550.tif,train
F16201703180302_44615_109677.tif,train
F16201712141938_168139_88708.tif,train
F16201708160716_26920_68849.tif,train
F16201711250650_16727_96848.tif,train
F16201709171708_189049_51748.tif,train
F16201708160716_26437_69879.tif,train
F16201706140049_44044_64706.tif,train
F16201708160716_21516_81019.tif,train
F16201703180302_23509_106390.tif,train
F16201708160716_40422_39586.tif,train
F16201706140049_24441_64208.tif,train
F16201705240708_18196_64351.tif,train
F16201704130735_44869_20277.tif,train
F16201706140049_34193_68864.tif,train
F16201709171708_167935_88525.tif,train
F16201710201451_6355_68088.tif,train
F16201711250650_29456_22619.tif,train
F16201704130735_21356_83143.tif,train
F16201710201451_5149_84248.tif,train
F16201704130735_39388_591.tif,train
F16201703180302_40060_30924.tif,train
F16201710201451_7280_66301.tif,train
F16201703180302_28271_103928.tif,train
F16201712141938_197704_1378.tif,train
F16201710201451_2590_41171.tif,train
F16201701190021_29638_7104.tif,train
F16201705240708_22682_60921.tif,train
F16201709171708_192659_21416.tif,train
F16201705240708_40191_25813.tif,train
F16201704130735_40090_17965.tif,train
F16201710201451_32479_19024.tif,train
F16201708160716_40443_26876.tif,train
F16201707020844_43126_17532.tif,train
F16201702281849_189179_19719.tif,train
F16201712141938_193018_10959.tif,train
F16201710201451_5798_64060.tif,train
F16201706140049_41766_54982.tif,train
F16201704130735_29374_72099.tif,train
F16201704130735_38458_30666.tif,train
F16201712141938_2559_5913.tif,train
F16201705240708_23363_70908.tif,train
F16201702281849_165131_99773.tif,train
F16201701190021_46368_26269.tif,train
F16201704130735_43143_59571.tif,train
F16201712141938_167590_19357.tif,train
F16201711250650_9110_97311.tif,train
F16201712141938_178353_21954.tif,train
F16201707020844_46662_12905.tif,train
F16201711250650_28037_17377.tif,train
F16201702281849_11930_15139.tif,train
F16201711250650_17938_83282.tif,train
F16201701190021_58877_11404.tif,train
F16201709171708_187374_35992.tif,train
F16201711250650_25055_68789.tif,train
F16201707020844_42198_7433.tif,train
F16201711250650_27793_31358.tif,train
F16201704130735_29367_61494.tif,train
F16201704130735_43169_21009.tif,train
F16201712141938_182530_27549.tif,train
F16201701190021_50123_21038.tif,train
F16201701190021_61943_7239.tif,train
F16201706140049_42939_68544.tif,train
F16201709171708_191335_13500.tif,train
F16201706140049_44221_34202.tif,train
F16201704130735_47808_41700.tif,train
F16201712141938_173568_24750.tif,train
F16201704130735_36096_56137.tif,train
F16201709171708_2943_19859.tif,train
F16201710201451_17582_39724.tif,train
F16201705240708_42170_61060.tif,train
F16201706140049_38312_16106.tif,train
F16201711250650_24533_29849.tif,train
F16201706140049_54208_7072.tif,train
F16201711250650_28863_30059.tif,train
F16201711250650_36347_29411.tif,train
F16201706140049_48557_28684.tif,train
F16201711250650_51779_3235.tif,train
F16201708160716_28780_58243.tif,train
F16201710201451_20738_16821.tif,train
F16201712141938_162590_29583.tif,train
F16201711250650_35306_14949.tif,train
F16201709171708_195899_27360.tif,train
F16201708160716_28869_52235.tif,train
F16201709171708_176728_66685.tif,train
F16201712141938_172623_50699.tif,train
F16201711250650_17032_89448.tif,train
F16201703180302_44831_102181.tif,train
F16201711250650_50392_1987.tif,train
F16201702281849_166212_75338.tif,train
F16201711250650_33417_42202.tif,train
F16201701190021_58748_17108.tif,train
F16201703180302_41736_101707.tif,train
F16201701190021_36057_8342.tif,train
F16201710201451_20477_31324.tif,train
F16201711250650_34333_1723.tif,train
F16201707020844_38749_68553.tif,train
F16201701190021_24197_2956.tif,train
F16201709171708_172668_75779.tif,train
F16201711250650_55848_3849.tif,train
F16201712141938_189447_2147.tif,train
F16201706140049_41541_28508.tif,train
F16201709171708_189025_68325.tif,train
F16201701190021_74386_6075.tif,train
F16201705240708_41360_42842.tif,train
F16201712141938_160928_34288.tif,train
F16201704130735_12779_79851.tif,train
F16201702281849_197579_20990.tif,train
F16201701190021_22503_66592.tif,train
F16201705240708_41370_23672.tif,train
F16201708160716_52564_13126.tif,train
F16201706140049_48854_7677.tif,train
F16201711250650_26719_60684.tif,train
F16201704130735_35549_50139.tif,train
F16201705240708_21378_64504.tif,train
F16201710201451_2025_46033.tif,train
F16201708160716_38167_35056.tif,train
F16201701190021_25483_1407.tif,train
F16201711250650_36138_17583.tif,train
F16201711250650_11824_94806.tif,train
F16201703180302_21960_101398.tif,train
F16201711250650_33970_9762.tif,train
F16201707020844_41771_19430.tif,train
F16201712141938_179852_25747.tif,train
F16201704130735_43930_65641.tif,train
F16201704130735_47925_19026.tif,train
F16201705240708_28921_68584.tif,train
F16201706140049_43851_20462.tif,train
F16201708160716_52947_4736.tif,train
F16201709171708_2076_15278.tif,train
F16201703180302_44579_98399.tif,train
F16201709171708_167765_91811.tif,train
F16201706140049_32699_66762.tif,train
F16201708160716_52136_8847.tif,train
F16201712141938_167981_46075.tif,train
F16201704130735_42935_75278.tif,train
F16201711250650_14160_76592.tif,train
F16201709171708_974_21791.tif,train
F16201702281849_187554_20116.tif,train
F16201703180302_72149_15270.tif,train
F16201707020844_48809_27402.tif,train
F16201707020844_25166_56313.tif,train
F16201706140049_50842_18564.tif,train
F16201709171708_188013_57957.tif,train
F16201701190021_6572_99498.tif,train
F16201710201451_198237_59.tif,train
F16201702281849_171932_17516.tif,train
F16201706140049_38731_1474.tif,train
F16201708160716_23316_69949.tif,train
F16201710201451_5509_97662.tif,train
F16201712141938_11389_10202.tif,train
F16201711250650_21219_59729.tif,train
F16201704130735_35881_55969.tif,train
F16201703180302_41745_96664.tif,train
F16201712141938_161896_54491.tif,train
F16201703180302_33328_110744.tif,train
F16201701190021_39487_33899.tif,train
F16201702281849_171806_36558.tif,train
F16201709171708_5145_18451.tif,train
F16201701190021_53410_18141.tif,train
F16201702281849_9531_13107.tif,train
F16201711250650_32998_50219.tif,train
F16201704130735_34787_37797.tif,train
F16201712141938_156355_70151.tif,train
F16201709171708_176503_88283.tif,train
F16201709171708_181597_98566.tif,train
F16201712141938_171152_60545.tif,train
F16201704130735_24329_78673.tif,train
F16201702281849_162952_94223.tif,train
F16201703180302_51377_5384.tif,train
F16201708160716_39423_49971.tif,train
F16201708160716_29963_75516.tif,train
F16201712141938_186353_16282.tif,train
F16201701190021_48004_18351.tif,train
F16201702281849_154404_101676.tif,train
F16201710201451_42811_16153.tif,train
F16201701190021_34837_15149.tif,train
F16201707020844_19824_61645.tif,train
F16201702281849_164364_105003.tif,train
F16201702281849_2061_20667.tif,train
F16201706140049_30645_70286.tif,train
F16201708160716_42178_46684.tif,train
F16201711250650_33748_36623.tif,train
F16201711250650_32758_4354.tif,train
F16201702281849_171401_109568.tif,train
F16201712141938_166132_913.tif,train
F16201704130735_41325_40508.tif,train
F16201704130735_60724_7288.tif,train
F16201707020844_47225_6197.tif,train
F16201712141938_158901_95456.tif,train
F16201705240708_28088_71456.tif,train
F16201707020844_38824_5693.tif,train
F16201702281849_180620_18363.tif,train
F16201712141938_8406_11675.tif,train
F16201702281849_3772_11739.tif,train
F16201710201451_36874_4904.tif,train
F16201712141938_165247_78772.tif,train
F16201709171708_181409_74377.tif,train
F16201710201451_35091_9780.tif,train
F16201712141938_165462_9206.tif,train
F16201701190021_23770_13653.tif,train
F16201706140049_47173_7805.tif,train
F16201706140049_39042_8148.tif,train
F16201711250650_39601_3224.tif,train
F16201708160716_32790_39629.tif,train
F16201701190021_21110_18662.tif,train
F16201702281849_6532_17055.tif,train
F16201706140049_45982_31025.tif,train
F16201706140049_41310_8359.tif,train
F16201704130735_44227_75770.tif,train
F16201701190021_76116_8786.tif,train
F16201704130735_23946_71048.tif,train
F16201709171708_188048_97661.tif,train
F16201709171708_193673_19102.tif,train
F16201701190021_41728_22838.tif,train
F16201706140049_47870_22527.tif,train
F16201704130735_36893_67603.tif,train
F16201707020844_44273_37039.tif,train
F16201705240708_18115_67574.tif,train
F16201706140049_43033_54391.tif,train
F16201709171708_185865_101470.tif,train
F16201712141938_13955_11741.tif,train
F16201705240708_46548_40457.tif,train
F16201703180302_41602_7729.tif,train
F16201712141938_161953_50068.tif,train
F16201712141938_162594_5782.tif,train
F16201703180302_66557_17883.tif,train
F16201709171708_187354_72823.tif,train
F16201703180302_30409_97415.tif,train
F16201711250650_60004_10322.tif,train
F16201707020844_39523_1279.tif,train
F16201705240708_36365_71234.tif,train
F16201703180302_46933_58399.tif,train
F16201708160716_40925_53965.tif,train
F16201706140049_20043_66656.tif,train
F16201701190021_23397_24665.tif,train
F16201709171708_187412_82669.tif,train
F16201703180302_37123_54469.tif,train
F16201710201451_45306_1501.tif,train
F16201709171708_188222_51791.tif,train
F16201705240708_26919_50210.tif,train
F16201711250650_15952_66530.tif,train
F16201703180302_39774_70231.tif,train
F16201710201451_199036_93948.tif,train
F16201708160716_52825_7754.tif,train
F16201710201451_21425_26659.tif,train
F16201708160716_40598_64017.tif,train
F16201704130735_31946_67596.tif,train
F16201706140049_34961_58379.tif,train
F16201710201451_9306_7054.tif,train
F16201706140049_39297_36979.tif,train
F16201704130735_45584_49998.tif,train
F16201712141938_163464_75880.tif,train
F16201709171708_182091_58156.tif,train
F16201703180302_21585_103361.tif,train
F16201703180302_69361_14988.tif,train
F16201711250650_36742_16045.tif,train
F16201712141938_183783_31079.tif,train
F16201707020844_39954_36708.tif,train
F16201706140049_28736_62800.tif,train
F16201712141938_182398_3708.tif,train
F16201705240708_50640_19487.tif,train
F16201707020844_28466_45767.tif,train
F16201709171708_196060_42944.tif,train
F16201710201451_197550_81860.tif,train
F16201712141938_158997_55720.tif,train
F16201710201451_29390_22237.tif,train
F16201709171708_169355_95018.tif,train
F16201704130735_30641_82167.tif,train
F16201710201451_195944_99378.tif,train
F16201707020844_46867_49816.tif,train
F16201704130735_23464_70815.tif,train
F16201711250650_10380_100677.tif,train
F16201711250650_46501_14456.tif,train
F16201712141938_159394_11381.tif,train
F16201711250650_23764_97455.tif,train
F16201702281849_162292_107215.tif,train
F16201707020844_33029_46446.tif,train
F16201710201451_31104_11859.tif,train
F16201701190021_20951_50937.tif,train
F16201707020844_38478_32529.tif,train
F16201709171708_863_8545.tif,train
F16201711250650_21547_84596.tif,train
F16201705240708_46273_16593.tif,train
F16201705240708_44446_8072.tif,train
F16201704130735_42044_614.tif,train
F16201707020844_36171_61008.tif,train
F16201701190021_40033_16.tif,train
F16201702281849_152988_103497.tif,train
F16201703180302_44970_67725.tif,train
F16201707020844_43997_17133.tif,train
F16201701190021_9902_104665.tif,train
F16201703180302_42743_10805.tif,train
F16201704130735_32886_73275.tif,train
F16201708160716_33756_69998.tif,train
F16201704130735_37766_79506.tif,train
F16201710201451_11895_60208.tif,train
F16201711250650_18112_19270.tif,train
F16201709171708_188655_34490.tif,train
F16201702281849_185075_38270.tif,train
F16201702281849_169379_107454.tif,train
F16201702281849_5345_9951.tif,train
F16201709171708_183559_78225.tif,train
F16201709171708_181081_89717.tif,train
F16201712141938_160435_38879.tif,train
F16201704130735_22407_72920.tif,train
F16201711250650_18947_42597.tif,train
F16201710201451_1044_91176.tif,train
F16201708160716_52186_9488.tif,train
F16201703180302_45916_107177.tif,train
F16201711250650_25710_32422.tif,train
F16201702281849_183215_812.tif,train
F16201707020844_49139_3393.tif,train
F16201712141938_195137_13957.tif,train
F16201701190021_46400_9941.tif,train
F16201701190021_15492_105073.tif,train
F16201710201451_6044_50088.tif,train
F16201712141938_172357_15153.tif,train
F16201702281849_178935_37187.tif,train
F16201702281849_170665_90754.tif,train
F16201709171708_193817_9428.tif,train
F16201708160716_35491_34343.tif,train
F16201709171708_191884_45232.tif,train
F16201711250650_39295_34183.tif,train
F16201708160716_48526_6718.tif,train
F16201702281849_188392_14002.tif,train
F16201702281849_160104_92473.tif,train
F16201707020844_49801_25663.tif,train
F16201709171708_197092_5335.tif,train
F16201701190021_44735_1402.tif,train
F16201701190021_40654_6757.tif,train
F16201705240708_30156_39957.tif,train
F16201705240708_39052_20732.tif,train
F16201707020844_37526_17292.tif,train
F16201712141938_185580_20152.tif,train
F16201709171708_3646_12848.tif,train
F16201702281849_180012_13162.tif,train
F16201708160716_32897_68039.tif,train
F16201711250650_51315_19482.tif,train
F16201703180302_58658_9094.tif,train
F16201711250650_24465_53319.tif,train
F16201702281849_179897_65056.tif,train
F16201703180302_41728_49194.tif,train
F16201709171708_190237_73672.tif,train
F16201703180302_56643_16998.tif,train
F16201710201451_2230_86511.tif,train
F16201701190021_24072_60201.tif,train
F16201710201451_31175_23895.tif,train
F16201702281849_169790_92285.tif,train
F16201706140049_40578_64001.tif,train
F16201708160716_42287_20337.tif,train
F16201705240708_18395_64879.tif,train
F16201709171708_175074_69880.tif,train
F16201705240708_38732_55969.tif,train
F16201711250650_30599_57491.tif,train
F16201712141938_182345_33842.tif,train
F16201709171708_167768_97549.tif,train
F16201708160716_33718_48318.tif,train
F16201706140049_42751_7495.tif,train
F16201708160716_33864_37097.tif,train
F16201711250650_33278_40128.tif,train
F16201708160716_45671_11466.tif,train
F16201703180302_19596_105352.tif,train
F16201701190021_36007_15541.tif,train
F16201701190021_7082_92258.tif,train
F16201704130735_39660_48653.tif,train
F16201708160716_41888_7618.tif,train
F16201706140049_31707_62416.tif,train
F16201708160716_40180_32551.tif,train
F16201706140049_38192_42960.tif,train
F16201701190021_19365_3312.tif,train
F16201703180302_65776_20383.tif,train
F16201702281849_170143_82943.tif,train
F16201702281849_188973_19850.tif,train
F16201710201451_13140_45800.tif,train
F16201704130735_43008_24483.tif,train
F16201712141938_185939_31064.tif,train
F16201710201451_14990_46384.tif,train
F16201712141938_165677_93068.tif,train
F16201709171708_182858_6652.tif,train
F16201709171708_186808_76099.tif,train
F16201711250650_15698_103223.tif,train
F16201707020844_30999_63346.tif,train
F16201712141938_183243_10022.tif,train
F16201710201451_49253_3621.tif,train
F16201709171708_175528_96930.tif,train
F16201703180302_27500_86663.tif,train
F16201705240708_43081_8921.tif,train
F16201705240708_45302_13819.tif,train
F16201709171708_196974_10717.tif,train
F16201701190021_75044_7916.tif,train
F16201702281849_172277_16733.tif,train
F16201709171708_176614_73829.tif,train
F16201702281849_166169_94215.tif,train
F16201709171708_191748_43337.tif,train
F16201712141938_6246_8899.tif,train
F16201702281849_170729_55124.tif,train
F16201708160716_40107_43597.tif,train
F16201701190021_23256_57817.tif,train
F16201709171708_172684_80542.tif,train
F16201703180302_49615_50257.tif,train
F16201701190021_28641_31216.tif,train
F16201706140049_49623_14356.tif,train
F16201708160716_57147_7092.tif,train
F16201706140049_35715_24671.tif,train
F16201707020844_42392_49558.tif,train
F16201709171708_176892_89152.tif,train
F16201711250650_23470_80428.tif,train
F16201706140049_32390_53087.tif,train
F16201704130735_14561_84964.tif,train
F16201707020844_40536_61444.tif,train
F16201712141938_171758_48844.tif,train
F16201704130735_44177_29258.tif,train
F16201704130735_52087_5027.tif,train
F16201701190021_60914_955.tif,train
F16201711250650_35258_533.tif,train
F16201710201451_31040_13896.tif,train
F16201710201451_23933_5424.tif,train
F16201712141938_153284_87758.tif,train
F16201706140049_38071_20053.tif,train
F16201705240708_14501_71080.tif,train
F16201710201451_36385_4023.tif,train
F16201710201451_191184_88855.tif,train
F16201704130735_17783_86471.tif,train
F16201701190021_36765_43742.tif,train
F16201705240708_29278_48087.tif,train
F16201702281849_171364_98835.tif,train
F16201711250650_59576_7735.tif,train
F16201701190021_38566_37171.tif,train
F16201711250650_26057_29211.tif,train
F16201708160716_40021_56520.tif,train
F16201706140049_34377_38784.tif,train
F16201711250650_24296_27679.tif,train
F16201707020844_36663_69380.tif,train
F16201703180302_25907_108000.tif,train
F16201709171708_189954_44906.tif,train
F16201704130735_42570_81826.tif,train
F16201711250650_23058_33758.tif,train
F16201711250650_37777_34839.tif,train
F16201710201451_4365_16079.tif,train
F16201710201451_19990_28247.tif,train
F16201706140049_51046_16044.tif,train
F16201706140049_49246_14626.tif,train
F16201707020844_34673_65844.tif,train
F16201709171708_188281_80225.tif,train
F16201703180302_41637_23951.tif,train
F16201704130735_27286_80373.tif,train
F16201707020844_34558_70400.tif,train
F16201704130735_54962_16205.tif,train
F16201705240708_41662_50115.tif,train
F16201705240708_38363_62866.tif,train
F16201704130735_27134_80663.tif,train
F16201703180302_33191_79360.tif,train
F16201711250650_26346_29346.tif,train
F16201705240708_37483_40119.tif,train
F16201707020844_9244_71144.tif,train
F16201702281849_178201_21952.tif,train
F16201707020844_39004_50237.tif,train
F16201701190021_71849_5644.tif,train
F16201705240708_27716_53693.tif,train
F16201712141938_166047_80494.tif,train
F16201710201451_5710_39700.tif,train
F16201703180302_37697_85172.tif,train
F16201703180302_20083_112323.tif,train
F16201709171708_3699_11461.tif,train
F16201712141938_197668_9656.tif,train
F16201706140049_40645_21923.tif,train
F16201709171708_189643_52695.tif,train
F16201703180302_44290_78237.tif,train
F16201707020844_34697_61696.tif,train
F16201704130735_28451_74263.tif,train
F16201712141938_185502_17924.tif,train
F16201711250650_7942_92598.tif,train
F16201703180302_52356_50571.tif,train
F16201711250650_36961_21169.tif,train
F16201706140049_42074_22230.tif,train
F16201702281849_168572_5534.tif,train
F16201701190021_23978_82543.tif,train
F16201707020844_40057_45599.tif,train
F16201712141938_180406_39587.tif,train
F16201704130735_27196_85849.tif,train
F16201705240708_41850_27811.tif,train
F16201709171708_3547_20557.tif,train
F16201704130735_34680_39803.tif,train
F16201703180302_61051_27721.tif,train
F16201706140049_42436_38270.tif,train
F16201709171708_184152_52809.tif,train
F16201703180302_39073_106411.tif,train
F16201709171708_1669_26742.tif,train
F16201701190021_17940_60767.tif,train
F16201702281849_143530_110297.tif,train
F16201712141938_167406_100388.tif,train
F16201707020844_30430_64594.tif,train
F16201706140049_45838_18985.tif,train
F16201712141938_190941_16612.tif,train
F16201711250650_8724_100686.tif,train
F16201708160716_34628_37650.tif,train
F16201709171708_188118_64460.tif,train
F16201701190021_49065_18643.tif,train
F16201705240708_36583_64308.tif,train
F16201709171708_184165_12389.tif,train
F16201707020844_18955_69317.tif,train
F16201710201451_5907_101831.tif,train
F16201712141938_185124_20680.tif,train
F16201710201451_193095_92178.tif,train
F16201708160716_53031_9937.tif,train
F16201708160716_35741_66765.tif,train
F16201706140049_26436_63234.tif,train
F16201710201451_44367_13085.tif,train
F16201704130735_43514_40321.tif,train
F16201704130735_38356_21706.tif,train
F16201711250650_64591_11550.tif,train
F16201704130735_39315_33735.tif,train
F16201701190021_46896_17152.tif,train
F16201708160716_36960_73704.tif,train
F16201712141938_166672_27560.tif,train
F16201705240708_19073_69763.tif,train
F16201707020844_52952_14041.tif,train
F16201707020844_38221_19678.tif,train
F16201703180302_43493_8291.tif,train
F16201701190021_45847_30205.tif,train
F16201706140049_31194_47716.tif,train
F16201706140049_41507_6745.tif,train
F16201710201451_7089_61164.tif,train
F16201701190021_29300_31809.tif,train
F16201704130735_50726_18212.tif,train
F16201705240708_46061_37255.tif,train
F16201710201451_22176_35116.tif,train
F16201704130735_45579_81616.tif,train
F16201705240708_29510_42103.tif,train
F16201704130735_20604_74568.tif,train
F16201706140049_48079_7913.tif,train
F16201709171708_186059_41147.tif,train
F16201706140049_29950_52223.tif,train
F16201701190021_26996_56907.tif,train
F16201708160716_13203_74943.tif,train
F16201712141938_8884_5215.tif,train
F16201708160716_40823_26015.tif,train
F16201707020844_19552_66650.tif,train
F16201710201451_4210_85970.tif,train
F16201710201451_179336_107607.tif,train
F16201707020844_27343_50874.tif,train
F16201705240708_25017_70736.tif,train
F16201704130735_45866_46951.tif,train
F16201704130735_40826_8724.tif,train
F16201705240708_40376_6167.tif,train
F16201707020844_21660_68534.tif,train
F16201701190021_33762_51044.tif,train
F16201701190021_40705_16621.tif,train
F16201702281849_177710_20434.tif,train
F16201709171708_186978_61178.tif,train
F16201709171708_186429_52678.tif,train
F16201703180302_38280_73831.tif,train
F16201704130735_42786_35802.tif,train
F16201701190021_33767_34319.tif,train
F16201708160716_43131_28515.tif,train
F16201702281849_11454_4276.tif,train
F16201707020844_8314_70305.tif,train
F16201709171708_184296_93932.tif,train
F16201711250650_27085_51984.tif,train
F16201706140049_39055_44892.tif,train
F16201705240708_48295_1595.tif,train
F16201702281849_173031_57131.tif,train
F16201702281849_179491_12946.tif,train
F16201707020844_46582_1960.tif,train
F16201704130735_36567_30426.tif,train
F16201702281849_183480_16154.tif,train
F16201711250650_8736_93199.tif,train
F16201702281849_177225_35917.tif,train
F16201704130735_50470_4184.tif,train
F16201710201451_10051_21089.tif,train
F16201712141938_160191_50853.tif,train
F16201708160716_38156_29286.tif,train
F16201705240708_37833_52779.tif,train
F16201701190021_39487_4150.tif,train
F16201712141938_2289_3986.tif,train
F16201712141938_170050_53587.tif,train
F16201707020844_25602_71674.tif,train
F16201710201451_7593_106753.tif,train
F16201704130735_43049_76798.tif,train
F16201706140049_27591_69837.tif,train
F16201705240708_35895_20791.tif,train
F16201710201451_10239_28290.tif,train
F16201706140049_37018_20614.tif,train
F16201707020844_46942_16928.tif,train
F16201702281849_166793_58910.tif,train
F16201707020844_42750_15992.tif,train
F16201703180302_38375_17216.tif,train
F16201708160716_29251_72120.tif,train
F16201712141938_195413_18504.tif,train
F16201707020844_43403_26050.tif,train
F16201703180302_62418_23636.tif,train
F16201706140049_41417_2045.tif,train
F16201711250650_57781_6087.tif,train
F16201706140049_26624_64385.tif,train
F16201701190021_10412_103557.tif,train
F16201710201451_188287_93745.tif,train
F16201711250650_24971_3605.tif,train
F16201710201451_56239_1355.tif,train
F16201710201451_5466_49873.tif,train
F16201702281849_175788_13979.tif,train
F16201701190021_25462_43379.tif,train
F16201711250650_37697_18550.tif,train
F16201704130735_36668_69051.tif,train
F16201711250650_50930_13583.tif,train
F16201703180302_39902_85813.tif,train
F16201703180302_45611_88452.tif,train
F16201708160716_51073_11945.tif,train
F16201712141938_158312_85806.tif,train
F16201702281849_191092_17454.tif,train
F16201711250650_38142_8082.tif,train
F16201701190021_20865_13786.tif,train
F16201706140049_33746_41801.tif,train
F16201704130735_54577_9953.tif,train
F16201703180302_31744_95363.tif,train
F16201704130735_45772_84499.tif,train
F16201710201451_2893_8887.tif,train
F16201711250650_23758_57720.tif,train
F16201706140049_34226_69470.tif,train
F16201709171708_185284_44555.tif,train
F16201711250650_20295_35849.tif,train
F16201702281849_190109_1585.tif,train
F16201709171708_191037_8270.tif,train
F16201704130735_38386_73751.tif,train
F16201709171708_191988_65144.tif,train
F16201705240708_33145_65359.tif,train
F16201712141938_184292_19065.tif,train
