file,dataset
LC09_L1TP_036037_20230106_20230314_02_T1_516285_3699515_allnorm_100m_256p_norm.tif,train
LC09_L1TP_036037_20230106_20230314_02_T1_538285_3699515_allnorm_100m_256p_norm.tif,train
LC09_L1TP_036037_20230106_20230314_02_T1_560285_3699515_allnorm_100m_256p_norm.tif,train
LC09_L1TP_036037_20230106_20230314_02_T1_406285_3677515_allnorm_100m_256p_norm.tif,train
LC09_L1TP_036037_20230106_20230314_02_T1_428285_3677515_allnorm_100m_256p_norm.tif,train
LC09_L1TP_036037_20230106_20230314_02_T1_450285_3677515_allnorm_100m_256p_norm.tif,train
LC09_L1TP_036037_20230106_20230314_02_T1_472285_3677515_allnorm_100m_256p_norm.tif,train
LC09_L1TP_036037_20230106_20230314_02_T1_494285_3677515_allnorm_100m_256p_norm.tif,train
LC09_L1TP_036037_20230106_20230314_02_T1_516285_3677515_allnorm_100m_256p_norm.tif,train
LC09_L1TP_036037_20230106_20230314_02_T1_538285_3677515_allnorm_100m_256p_norm.tif,train
LC09_L1TP_036037_20230106_20230314_02_T1_560285_3677515_allnorm_100m_256p_norm.tif,train
LC09_L1TP_036037_20230106_20230314_02_T1_406285_3655515_allnorm_100m_256p_norm.tif,train
LC09_L1TP_036037_20230106_20230314_02_T1_428285_3655515_allnorm_100m_256p_norm.tif,train
LC09_L1TP_036037_20230106_20230314_02_T1_450285_3655515_allnorm_100m_256p_norm.tif,train
LC09_L1TP_036037_20230106_20230314_02_T1_472285_3655515_allnorm_100m_256p_norm.tif,train
LC09_L1TP_036037_20230106_20230314_02_T1_494285_3655515_allnorm_100m_256p_norm.tif,train
LC09_L1TP_036037_20230106_20230314_02_T1_516285_3655515_allnorm_100m_256p_norm.tif,train
LC09_L1TP_036037_20230106_20230314_02_T1_538285_3655515_allnorm_100m_256p_norm.tif,train
LC09_L1TP_036037_20230106_20230314_02_T1_560285_3655515_allnorm_100m_256p_norm.tif,train
LC09_L1TP_036037_20230106_20230314_02_T1_406285_3633515_allnorm_100m_256p_norm.tif,train
LC09_L1TP_036037_20230106_20230314_02_T1_428285_3633515_allnorm_100m_256p_norm.tif,train
LC09_L1TP_036037_20230106_20230314_02_T1_450285_3633515_allnorm_100m_256p_norm.tif,train
LC09_L1TP_036037_20230106_20230314_02_T1_472285_3633515_allnorm_100m_256p_norm.tif,train
LC09_L1TP_036037_20230106_20230314_02_T1_494285_3633515_allnorm_100m_256p_norm.tif,train
LC09_L1TP_036037_20230106_20230314_02_T1_516285_3633515_allnorm_100m_256p_norm.tif,train
LC09_L1TP_036037_20230106_20230314_02_T1_538285_3633515_allnorm_100m_256p_norm.tif,train
LC09_L1TP_036037_20230106_20230314_02_T1_450285_3611515_allnorm_100m_256p_norm.tif,train
LC09_L1TP_036037_20230106_20230314_02_T1_472285_3611515_allnorm_100m_256p_norm.tif,train
LC09_L1TP_036037_20230106_20230314_02_T1_494285_3611515_allnorm_100m_256p_norm.tif,train
LC09_L1TP_036037_20230106_20230314_02_T1_516285_3611515_allnorm_100m_256p_norm.tif,train
LC09_L1TP_036037_20230106_20230314_02_T1_538285_3611515_allnorm_100m_256p_norm.tif,train
LC09_L1TP_036037_20230106_20230314_02_T1_538285_3589515_allnorm_100m_256p_norm.tif,train
LC09_L1TP_143047_20231104_20231104_02_T1_337085_2171615_allnorm_100m_256p_norm.tif,train
LC09_L1TP_143047_20231104_20231104_02_T1_359085_2171615_allnorm_100m_256p_norm.tif,train
LC09_L1TP_143047_20231104_20231104_02_T1_381085_2171615_allnorm_100m_256p_norm.tif,train
LC09_L1TP_143047_20231104_20231104_02_T1_403085_2171615_allnorm_100m_256p_norm.tif,train
LC09_L1TP_143047_20231104_20231104_02_T1_337085_2149615_allnorm_100m_256p_norm.tif,train
LC09_L1TP_143047_20231104_20231104_02_T1_359085_2149615_allnorm_100m_256p_norm.tif,train
LC09_L1TP_143047_20231104_20231104_02_T1_381085_2149615_allnorm_100m_256p_norm.tif,train
LC09_L1TP_143047_20231104_20231104_02_T1_403085_2149615_allnorm_100m_256p_norm.tif,train
LC09_L1TP_143047_20231104_20231104_02_T1_425085_2149615_allnorm_100m_256p_norm.tif,train
LC09_L1TP_143047_20231104_20231104_02_T1_447085_2149615_allnorm_100m_256p_norm.tif,train
LC09_L1TP_143047_20231104_20231104_02_T1_469085_2149615_allnorm_100m_256p_norm.tif,train
LC09_L1TP_143047_20231104_20231104_02_T1_337085_2127615_allnorm_100m_256p_norm.tif,train
LC09_L1TP_143047_20231104_20231104_02_T1_359085_2127615_allnorm_100m_256p_norm.tif,train
LC09_L1TP_143047_20231104_20231104_02_T1_381085_2127615_allnorm_100m_256p_norm.tif,train
LC09_L1TP_143047_20231104_20231104_02_T1_403085_2127615_allnorm_100m_256p_norm.tif,train
LC09_L1TP_143047_20231104_20231104_02_T1_425085_2127615_allnorm_100m_256p_norm.tif,train
LC09_L1TP_143047_20231104_20231104_02_T1_447085_2127615_allnorm_100m_256p_norm.tif,train
LC09_L1TP_143047_20231104_20231104_02_T1_469085_2127615_allnorm_100m_256p_norm.tif,train
LC09_L1TP_143047_20231104_20231104_02_T1_337085_2105615_allnorm_100m_256p_norm.tif,train
LC09_L1TP_143047_20231104_20231104_02_T1_359085_2105615_allnorm_100m_256p_norm.tif,train
LC09_L1TP_143047_20231104_20231104_02_T1_381085_2105615_allnorm_100m_256p_norm.tif,train
LC09_L1TP_143047_20231104_20231104_02_T1_403085_2105615_allnorm_100m_256p_norm.tif,train
LC09_L1TP_143047_20231104_20231104_02_T1_425085_2105615_allnorm_100m_256p_norm.tif,train
LC09_L1TP_143047_20231104_20231104_02_T1_447085_2105615_allnorm_100m_256p_norm.tif,train
LC09_L1TP_143047_20231104_20231104_02_T1_469085_2105615_allnorm_100m_256p_norm.tif,train
LC09_L1TP_143047_20231104_20231104_02_T1_315085_2083615_allnorm_100m_256p_norm.tif,train
LC09_L1TP_143047_20231104_20231104_02_T1_337085_2083615_allnorm_100m_256p_norm.tif,train
LC09_L1TP_143047_20231104_20231104_02_T1_359085_2083615_allnorm_100m_256p_norm.tif,train
LC09_L1TP_143047_20231104_20231104_02_T1_381085_2083615_allnorm_100m_256p_norm.tif,train
LC09_L1TP_143047_20231104_20231104_02_T1_403085_2083615_allnorm_100m_256p_norm.tif,train
LC09_L1TP_143047_20231104_20231104_02_T1_425085_2083615_allnorm_100m_256p_norm.tif,train
LC09_L1TP_143047_20231104_20231104_02_T1_447085_2083615_allnorm_100m_256p_norm.tif,train
LC09_L1TP_143047_20231104_20231104_02_T1_469085_2083615_allnorm_100m_256p_norm.tif,train
LC09_L1TP_143047_20231104_20231104_02_T1_315085_2061615_allnorm_100m_256p_norm.tif,train
LC09_L1TP_143047_20231104_20231104_02_T1_337085_2061615_allnorm_100m_256p_norm.tif,train
LC09_L1TP_143047_20231104_20231104_02_T1_359085_2061615_allnorm_100m_256p_norm.tif,train
LC09_L1TP_143047_20231104_20231104_02_T1_381085_2061615_allnorm_100m_256p_norm.tif,train
LC09_L1TP_143047_20231104_20231104_02_T1_403085_2061615_allnorm_100m_256p_norm.tif,train
LC09_L1TP_143047_20231104_20231104_02_T1_425085_2061615_allnorm_100m_256p_norm.tif,train
LC09_L1TP_143047_20231104_20231104_02_T1_447085_2061615_allnorm_100m_256p_norm.tif,train
LC09_L1TP_143047_20231104_20231104_02_T1_315085_2039615_allnorm_100m_256p_norm.tif,train
LC09_L1TP_143047_20231104_20231104_02_T1_337085_2039615_allnorm_100m_256p_norm.tif,train
LC09_L1TP_143047_20231104_20231104_02_T1_359085_2039615_allnorm_100m_256p_norm.tif,train
LC09_L1TP_143047_20231104_20231104_02_T1_381085_2039615_allnorm_100m_256p_norm.tif,train
LC09_L1TP_143047_20231104_20231104_02_T1_403085_2039615_allnorm_100m_256p_norm.tif,train
LC09_L1TP_143047_20231104_20231104_02_T1_425085_2039615_allnorm_100m_256p_norm.tif,train
LC09_L1TP_143047_20231104_20231104_02_T1_447085_2039615_allnorm_100m_256p_norm.tif,train
LC09_L1TP_143047_20231104_20231104_02_T1_359085_2017615_allnorm_100m_256p_norm.tif,train
LC09_L1TP_143047_20231104_20231104_02_T1_381085_2017615_allnorm_100m_256p_norm.tif,train
LC09_L1TP_143047_20231104_20231104_02_T1_403085_2017615_allnorm_100m_256p_norm.tif,train
LC09_L1TP_143047_20231104_20231104_02_T1_425085_2017615_allnorm_100m_256p_norm.tif,train
LC09_L1TP_143047_20231104_20231104_02_T1_447085_2017615_allnorm_100m_256p_norm.tif,train
LC09_L1TP_143047_20231104_20231104_02_T1_447085_1995615_allnorm_100m_256p_norm.tif,train
LC09_L1TP_174070_20230302_20230307_02_T1_214085_-1506085_allnorm_100m_256p_norm.tif,train
LC09_L1TP_174070_20230302_20230307_02_T1_236085_-1506085_allnorm_100m_256p_norm.tif,train
LC09_L1TP_174070_20230302_20230307_02_T1_214085_-1550085_allnorm_100m_256p_norm.tif,train
LC09_L1TP_174070_20230302_20230307_02_T1_346085_-1550085_allnorm_100m_256p_norm.tif,train
LC09_L1TP_174070_20230302_20230307_02_T1_214085_-1572085_allnorm_100m_256p_norm.tif,train
LC09_L1TP_174070_20230302_20230307_02_T1_214085_-1594085_allnorm_100m_256p_norm.tif,train
LC09_L1TP_174070_20230302_20230307_02_T1_324085_-1594085_allnorm_100m_256p_norm.tif,train
LC09_L1TP_174070_20230302_20230307_02_T1_192085_-1616085_allnorm_100m_256p_norm.tif,train
LC09_L1TP_174070_20230302_20230307_02_T1_214085_-1616085_allnorm_100m_256p_norm.tif,train
LC09_L1TP_174070_20230302_20230307_02_T1_236085_-1616085_allnorm_100m_256p_norm.tif,train
LC09_L1TP_174070_20230302_20230307_02_T1_258085_-1616085_allnorm_100m_256p_norm.tif,train
LC09_L1TP_174070_20230302_20230307_02_T1_280085_-1616085_allnorm_100m_256p_norm.tif,train
LC09_L1TP_174070_20230302_20230307_02_T1_302085_-1616085_allnorm_100m_256p_norm.tif,train
LC09_L1TP_174070_20230302_20230307_02_T1_324085_-1616085_allnorm_100m_256p_norm.tif,train
LC09_L1TP_174070_20230302_20230307_02_T1_192085_-1638085_allnorm_100m_256p_norm.tif,train
LC09_L1TP_174070_20230302_20230307_02_T1_214085_-1638085_allnorm_100m_256p_norm.tif,train
LC09_L1TP_174070_20230302_20230307_02_T1_236085_-1638085_allnorm_100m_256p_norm.tif,train
LC09_L1TP_174070_20230302_20230307_02_T1_258085_-1638085_allnorm_100m_256p_norm.tif,train
LC09_L1TP_174070_20230302_20230307_02_T1_280085_-1638085_allnorm_100m_256p_norm.tif,train
LC09_L1TP_174070_20230302_20230307_02_T1_302085_-1638085_allnorm_100m_256p_norm.tif,train
LC09_L1TP_174070_20230302_20230307_02_T1_324085_-1638085_allnorm_100m_256p_norm.tif,train
LC09_L1TP_174070_20230302_20230307_02_T1_236085_-1660085_allnorm_100m_256p_norm.tif,train
LC09_L1TP_174070_20230302_20230307_02_T1_258085_-1660085_allnorm_100m_256p_norm.tif,train
LC09_L1TP_174070_20230302_20230307_02_T1_280085_-1660085_allnorm_100m_256p_norm.tif,train
LC09_L1TP_174070_20230302_20230307_02_T1_302085_-1660085_allnorm_100m_256p_norm.tif,train
LC09_L1TP_174070_20230302_20230307_02_T1_324085_-1660085_allnorm_100m_256p_norm.tif,train
LC09_L1TP_174070_20230302_20230307_02_T1_324085_-1682085_allnorm_100m_256p_norm.tif,train
LC08_L1TP_121013_20230408_20230420_02_T1_431785_7530215_allnorm_100m_256p_norm.tif,train
LC08_L1TP_121013_20230408_20230420_02_T1_409785_7508215_allnorm_100m_256p_norm.tif,train
LC08_L1TP_121013_20230408_20230420_02_T1_431785_7508215_allnorm_100m_256p_norm.tif,train
LC08_L1TP_121013_20230408_20230420_02_T1_497785_7508215_allnorm_100m_256p_norm.tif,train
LC08_L1TP_121013_20230408_20230420_02_T1_409785_7486215_allnorm_100m_256p_norm.tif,train
LC08_L1TP_121013_20230408_20230420_02_T1_431785_7486215_allnorm_100m_256p_norm.tif,train
LC08_L1TP_121013_20230408_20230420_02_T1_453785_7486215_allnorm_100m_256p_norm.tif,train
LC08_L1TP_121013_20230408_20230420_02_T1_387785_7464215_allnorm_100m_256p_norm.tif,train
LC08_L1TP_121013_20230408_20230420_02_T1_409785_7464215_allnorm_100m_256p_norm.tif,train
LC08_L1TP_121013_20230408_20230420_02_T1_475785_7464215_allnorm_100m_256p_norm.tif,train
LC08_L1TP_121013_20230408_20230420_02_T1_541785_7464215_allnorm_100m_256p_norm.tif,train
LC08_L1TP_121013_20230408_20230420_02_T1_387785_7442215_allnorm_100m_256p_norm.tif,train
LC08_L1TP_121013_20230408_20230420_02_T1_409785_7442215_allnorm_100m_256p_norm.tif,train
LC08_L1TP_121013_20230408_20230420_02_T1_431785_7442215_allnorm_100m_256p_norm.tif,train
LC08_L1TP_121013_20230408_20230420_02_T1_453785_7442215_allnorm_100m_256p_norm.tif,train
LC08_L1TP_121013_20230408_20230420_02_T1_519785_7442215_allnorm_100m_256p_norm.tif,train
LC08_L1TP_121013_20230408_20230420_02_T1_387785_7420215_allnorm_100m_256p_norm.tif,train
LC08_L1TP_121013_20230408_20230420_02_T1_409785_7420215_allnorm_100m_256p_norm.tif,train
LC08_L1TP_121013_20230408_20230420_02_T1_431785_7420215_allnorm_100m_256p_norm.tif,train
LC08_L1TP_121013_20230408_20230420_02_T1_453785_7420215_allnorm_100m_256p_norm.tif,train
LC08_L1TP_121013_20230408_20230420_02_T1_365785_7398215_allnorm_100m_256p_norm.tif,train
LC08_L1TP_121013_20230408_20230420_02_T1_387785_7398215_allnorm_100m_256p_norm.tif,train
LC08_L1TP_121013_20230408_20230420_02_T1_409785_7398215_allnorm_100m_256p_norm.tif,train
LC08_L1TP_121013_20230408_20230420_02_T1_431785_7398215_allnorm_100m_256p_norm.tif,train
LC08_L1TP_121013_20230408_20230420_02_T1_453785_7398215_allnorm_100m_256p_norm.tif,train
LC08_L1TP_121013_20230408_20230420_02_T1_409785_7376215_allnorm_100m_256p_norm.tif,train
LC08_L1TP_121013_20230408_20230420_02_T1_431785_7376215_allnorm_100m_256p_norm.tif,train
LC08_L1TP_121013_20230408_20230420_02_T1_453785_7376215_allnorm_100m_256p_norm.tif,train
LC08_L1TP_164054_20230507_20230517_02_T1_475385_1052915_allnorm_100m_256p_norm.tif,train
LC08_L1TP_164054_20230507_20230517_02_T1_497385_1052915_allnorm_100m_256p_norm.tif,train
LC08_L1TP_164054_20230507_20230517_02_T1_519385_1052915_allnorm_100m_256p_norm.tif,train
LC08_L1TP_164054_20230507_20230517_02_T1_541385_1052915_allnorm_100m_256p_norm.tif,train
LC08_L1TP_164054_20230507_20230517_02_T1_475385_1030915_allnorm_100m_256p_norm.tif,train
LC08_L1TP_164054_20230507_20230517_02_T1_497385_1030915_allnorm_100m_256p_norm.tif,train
LC08_L1TP_164054_20230507_20230517_02_T1_519385_1030915_allnorm_100m_256p_norm.tif,train
LC08_L1TP_164054_20230507_20230517_02_T1_541385_1030915_allnorm_100m_256p_norm.tif,train
LC08_L1TP_164054_20230507_20230517_02_T1_563385_1030915_allnorm_100m_256p_norm.tif,train
LC08_L1TP_164054_20230507_20230517_02_T1_585385_1030915_allnorm_100m_256p_norm.tif,train
LC08_L1TP_164054_20230507_20230517_02_T1_607385_1030915_allnorm_100m_256p_norm.tif,train
LC08_L1TP_164054_20230507_20230517_02_T1_475385_1008915_allnorm_100m_256p_norm.tif,train
LC08_L1TP_164054_20230507_20230517_02_T1_497385_1008915_allnorm_100m_256p_norm.tif,train
LC08_L1TP_164054_20230507_20230517_02_T1_519385_1008915_allnorm_100m_256p_norm.tif,train
LC08_L1TP_164054_20230507_20230517_02_T1_541385_1008915_allnorm_100m_256p_norm.tif,train
LC08_L1TP_164054_20230507_20230517_02_T1_563385_1008915_allnorm_100m_256p_norm.tif,train
LC08_L1TP_164054_20230507_20230517_02_T1_585385_1008915_allnorm_100m_256p_norm.tif,train
LC08_L1TP_164054_20230507_20230517_02_T1_607385_1008915_allnorm_100m_256p_norm.tif,train
LC08_L1TP_164054_20230507_20230517_02_T1_475385_986915_allnorm_100m_256p_norm.tif,train
LC08_L1TP_164054_20230507_20230517_02_T1_497385_986915_allnorm_100m_256p_norm.tif,train
LC08_L1TP_164054_20230507_20230517_02_T1_519385_986915_allnorm_100m_256p_norm.tif,train
LC08_L1TP_164054_20230507_20230517_02_T1_541385_986915_allnorm_100m_256p_norm.tif,train
LC08_L1TP_164054_20230507_20230517_02_T1_563385_986915_allnorm_100m_256p_norm.tif,train
LC08_L1TP_164054_20230507_20230517_02_T1_585385_986915_allnorm_100m_256p_norm.tif,train
LC08_L1TP_164054_20230507_20230517_02_T1_607385_986915_allnorm_100m_256p_norm.tif,train
LC08_L1TP_164054_20230507_20230517_02_T1_453385_964915_allnorm_100m_256p_norm.tif,train
LC08_L1TP_164054_20230507_20230517_02_T1_475385_964915_allnorm_100m_256p_norm.tif,train
LC08_L1TP_164054_20230507_20230517_02_T1_497385_964915_allnorm_100m_256p_norm.tif,train
LC08_L1TP_164054_20230507_20230517_02_T1_519385_964915_allnorm_100m_256p_norm.tif,train
LC08_L1TP_164054_20230507_20230517_02_T1_541385_964915_allnorm_100m_256p_norm.tif,train
LC08_L1TP_164054_20230507_20230517_02_T1_563385_964915_allnorm_100m_256p_norm.tif,train
LC08_L1TP_164054_20230507_20230517_02_T1_585385_964915_allnorm_100m_256p_norm.tif,train
LC08_L1TP_164054_20230507_20230517_02_T1_607385_964915_allnorm_100m_256p_norm.tif,train
LC08_L1TP_164054_20230507_20230517_02_T1_453385_942915_allnorm_100m_256p_norm.tif,train
LC08_L1TP_164054_20230507_20230517_02_T1_475385_942915_allnorm_100m_256p_norm.tif,train
LC08_L1TP_164054_20230507_20230517_02_T1_497385_942915_allnorm_100m_256p_norm.tif,train
LC08_L1TP_164054_20230507_20230517_02_T1_519385_942915_allnorm_100m_256p_norm.tif,train
LC08_L1TP_164054_20230507_20230517_02_T1_541385_942915_allnorm_100m_256p_norm.tif,train
LC08_L1TP_164054_20230507_20230517_02_T1_563385_942915_allnorm_100m_256p_norm.tif,train
LC08_L1TP_164054_20230507_20230517_02_T1_585385_942915_allnorm_100m_256p_norm.tif,train
LC08_L1TP_164054_20230507_20230517_02_T1_453385_920915_allnorm_100m_256p_norm.tif,train
LC08_L1TP_164054_20230507_20230517_02_T1_475385_920915_allnorm_100m_256p_norm.tif,train
LC08_L1TP_164054_20230507_20230517_02_T1_497385_920915_allnorm_100m_256p_norm.tif,train
LC08_L1TP_164054_20230507_20230517_02_T1_519385_920915_allnorm_100m_256p_norm.tif,train
LC08_L1TP_164054_20230507_20230517_02_T1_541385_920915_allnorm_100m_256p_norm.tif,train
LC08_L1TP_164054_20230507_20230517_02_T1_563385_920915_allnorm_100m_256p_norm.tif,train
LC08_L1TP_164054_20230507_20230517_02_T1_585385_920915_allnorm_100m_256p_norm.tif,train
LC08_L1TP_164054_20230507_20230517_02_T1_475385_898915_allnorm_100m_256p_norm.tif,train
LC08_L1TP_164054_20230507_20230517_02_T1_497385_898915_allnorm_100m_256p_norm.tif,train
LC08_L1TP_164054_20230507_20230517_02_T1_519385_898915_allnorm_100m_256p_norm.tif,train
LC08_L1TP_164054_20230507_20230517_02_T1_541385_898915_allnorm_100m_256p_norm.tif,train
LC08_L1TP_164054_20230507_20230517_02_T1_563385_898915_allnorm_100m_256p_norm.tif,train
LC08_L1TP_164054_20230507_20230517_02_T1_585385_898915_allnorm_100m_256p_norm.tif,train
LC08_L1TP_164054_20230507_20230517_02_T1_585385_876915_allnorm_100m_256p_norm.tif,train
LC09_L1TP_141046_20231106_20231106_02_T1_740485_2331815_allnorm_100m_256p_norm.tif,train
LC09_L1TP_141046_20231106_20231106_02_T1_762485_2331815_allnorm_100m_256p_norm.tif,train
LC09_L1TP_141046_20231106_20231106_02_T1_762485_2309815_allnorm_100m_256p_norm.tif,train
LC09_L1TP_141046_20231106_20231106_02_T1_784485_2309815_allnorm_100m_256p_norm.tif,train
LC09_L1TP_141046_20231106_20231106_02_T1_806485_2309815_allnorm_100m_256p_norm.tif,train
LC09_L1TP_141046_20231106_20231106_02_T1_740485_2287815_allnorm_100m_256p_norm.tif,train
LC09_L1TP_141046_20231106_20231106_02_T1_762485_2287815_allnorm_100m_256p_norm.tif,train
LC09_L1TP_141046_20231106_20231106_02_T1_784485_2287815_allnorm_100m_256p_norm.tif,train
LC09_L1TP_141046_20231106_20231106_02_T1_806485_2287815_allnorm_100m_256p_norm.tif,train
LC09_L1TP_141046_20231106_20231106_02_T1_718485_2265815_allnorm_100m_256p_norm.tif,train
LC09_L1TP_141046_20231106_20231106_02_T1_740485_2265815_allnorm_100m_256p_norm.tif,train
LC09_L1TP_141046_20231106_20231106_02_T1_762485_2265815_allnorm_100m_256p_norm.tif,train
LC09_L1TP_141046_20231106_20231106_02_T1_784485_2265815_allnorm_100m_256p_norm.tif,train
LC09_L1TP_141046_20231106_20231106_02_T1_806485_2265815_allnorm_100m_256p_norm.tif,train
LC09_L1TP_141046_20231106_20231106_02_T1_828485_2265815_allnorm_100m_256p_norm.tif,train
LC09_L1TP_141046_20231106_20231106_02_T1_674485_2243815_allnorm_100m_256p_norm.tif,train
LC09_L1TP_141046_20231106_20231106_02_T1_696485_2243815_allnorm_100m_256p_norm.tif,train
LC09_L1TP_141046_20231106_20231106_02_T1_762485_2243815_allnorm_100m_256p_norm.tif,train
LC09_L1TP_141046_20231106_20231106_02_T1_784485_2243815_allnorm_100m_256p_norm.tif,train
LC09_L1TP_141046_20231106_20231106_02_T1_806485_2243815_allnorm_100m_256p_norm.tif,train
LC09_L1TP_141046_20231106_20231106_02_T1_828485_2243815_allnorm_100m_256p_norm.tif,train
LC09_L1TP_141046_20231106_20231106_02_T1_674485_2221815_allnorm_100m_256p_norm.tif,train
LC09_L1TP_141046_20231106_20231106_02_T1_696485_2221815_allnorm_100m_256p_norm.tif,train
LC09_L1TP_141046_20231106_20231106_02_T1_718485_2221815_allnorm_100m_256p_norm.tif,train
LC09_L1TP_141046_20231106_20231106_02_T1_740485_2221815_allnorm_100m_256p_norm.tif,train
LC09_L1TP_141046_20231106_20231106_02_T1_784485_2221815_allnorm_100m_256p_norm.tif,train
LC09_L1TP_141046_20231106_20231106_02_T1_806485_2221815_allnorm_100m_256p_norm.tif,train
LC09_L1TP_141046_20231106_20231106_02_T1_674485_2199815_allnorm_100m_256p_norm.tif,train
LC09_L1TP_141046_20231106_20231106_02_T1_696485_2199815_allnorm_100m_256p_norm.tif,train
LC09_L1TP_141046_20231106_20231106_02_T1_740485_2199815_allnorm_100m_256p_norm.tif,train
LC09_L1TP_141046_20231106_20231106_02_T1_762485_2199815_allnorm_100m_256p_norm.tif,train
LC09_L1TP_141046_20231106_20231106_02_T1_784485_2199815_allnorm_100m_256p_norm.tif,train
LC09_L1TP_141046_20231106_20231106_02_T1_806485_2199815_allnorm_100m_256p_norm.tif,train
LC09_L1TP_141046_20231106_20231106_02_T1_718485_2177815_allnorm_100m_256p_norm.tif,train
LC09_L1TP_141046_20231106_20231106_02_T1_740485_2177815_allnorm_100m_256p_norm.tif,train
LC09_L1TP_141046_20231106_20231106_02_T1_762485_2177815_allnorm_100m_256p_norm.tif,train
